team,waiver_or_free,waiver_gw,next_gw,player_in,player_in_pts,player_out,player_out_pts,net_pts
Lulli XI,w,25,26,Doku,1,Douglas Luiz,15,-14
Lulli XI,w,25,26,Botman,-2,Burn,4,-6
Dandandania,w,25,26,Konaté,0,Mitchell,5,-5
Lulli XI,f,25,26,Trossard,1,Rice,6,-5
Bald is Best,w,25,26,Vicario,0,Areola,2,-2
Walid Sb,f,25,26,Reguilón,-1,Pedro Porro,0,-1
Bald is Best,f,25,26,Van Hecke,1,Roerslev,1,0
Walid Sb,f,25,26,Henderson,0,Petrović,0,0
Lulli XI,w,25,26,Gomez,0,Gvardiol,0,0
Walid Sb,f,25,26,Kelleher,0,Henderson,0,0
Bald is Best,w,25,26,Nkunku,0,Werner,0,0
Masala Pan FC,f,25,26,Lenglet,1,Diego Carlos,0,1
Bald is Best,w,25,26,Dalot,1,Shaw,0,1
Walid Sb,w,25,26,Cash,1,Schär,0,1
Bald is Best,f,25,26,Roerslev,1,Udogie,0,1
Lulla XI,w,25,26,Muniz,2,Wilson,0,2
Lulli XI,f,25,26,Rice,6,Sterling,0,6
Lulla XI,w,25,26,Akanji,8,T.Silva,0,8
Lulli XI,f,25,26,Kiwior,8,Gomez,0,8
